latitude,longitude,cmip5_prAdjust_2021_mm_year,cmip5_prAdjust_2022_mm_year,cmip5_prAdjust_2023_mm_year,cmip5_prAdjust_2024_mm_year,cmip5_prAdjust_2025_mm_year,cmip5_prAdjust_2026_mm_year,cmip5_prAdjust_2027_mm_year,cmip5_prAdjust_2028_mm_year,cmip5_prAdjust_2029_mm_year,cmip5_prAdjust_2030_mm_year,cmip5_prAdjust_2031_mm_year,cmip5_prAdjust_2032_mm_year,cmip5_prAdjust_2033_mm_year,cmip5_prAdjust_2034_mm_year,cmip5_prAdjust_2035_mm_year,cmip5_prAdjust_2036_mm_year,cmip5_prAdjust_2037_mm_year,cmip5_prAdjust_2038_mm_year,cmip5_prAdjust_2039_mm_year,cmip5_prAdjust_2040_mm_year,cmip5_prAdjust_2041_mm_year,cmip5_prAdjust_2042_mm_year,cmip5_prAdjust_2043_mm_year,cmip5_prAdjust_2044_mm_year,cmip5_prAdjust_2045_mm_year,cmip5_prAdjust_2046_mm_year,cmip5_prAdjust_2047_mm_year,cmip5_prAdjust_2048_mm_year,cmip5_prAdjust_2049_mm_year,cmip5_prAdjust_2050_mm_year
63.25,131.25,166.24,261.67,269.95,343.13,234.33,341.68,345.49,201.68,304.61,280.42,335.79,285.75,222.05,239.86,374.57,389.09,336.25,306.96,261.76,414.54,360.97,327.90,261.64,303.30,320.17,277.65,260.23,441.91,394.69,325.81
63.25,133.25,204.67,289.43,330.96,380.32,225.08,324.05,326.35,215.97,348.93,290.84,369.00,309.29,237.25,294.39,398.12,373.66,373.57,328.60,309.76,445.87,404.27,361.99,341.93,347.49,340.25,301.93,314.55,420.81,397.57,344.31
63.25,135.25,236.58,306.86,382.41,387.77,236.31,318.59,302.89,259.37,365.25,267.16,379.73,328.10,253.22,301.87,403.82,363.59,391.10,360.26,383.06,421.66,404.61,426.20,397.38,362.19,374.27,325.84,355.53,423.21,397.28,387.82
63.25,137.25,299.50,359.29,487.77,411.58,273.22,386.61,371.30,338.88,421.76,316.18,429.49,402.45,298.47,332.07,462.48,430.85,447.92,466.57,515.94,465.45,439.88,514.19,497.93,423.09,450.99,377.67,418.07,463.31,451.32,459.93
63.25,139.25,298.60,317.13,481.59,329.06,274.95,403.79,361.04,331.09,401.97,315.87,374.08,369.67,329.57,332.01,448.65,401.07,395.65,458.62,554.60,379.69,404.62,495.72,478.80,382.98,401.92,338.61,408.15,452.29,413.66,469.48
63.25,141.25,214.49,195.77,332.99,191.54,217.02,331.59,269.75,241.84,278.56,219.08,256.48,260.01,240.43,239.14,348.20,289.68,264.98,319.06,422.54,227.32,289.26,315.13,315.40,272.20,260.47,253.04,294.73,356.03,300.81,366.96
63.25,143.25,195.50,160.98,294.77,152.13,183.49,294.28,241.25,210.50,248.53,215.13,231.29,219.36,213.80,205.59,281.55,241.61,230.93,260.57,345.65,188.00,217.38,243.11,256.65,230.10,212.60,249.42,253.21,317.19,306.28,330.62
63.25,145.25,223.98,187.54,350.31,171.01,191.06,344.56,266.95,249.52,299.85,268.76,281.87,266.21,230.53,229.30,287.68,270.92,254.95,269.78,352.31,228.73,251.74,242.25,274.60,259.04,235.44,289.66,302.48,366.32,352.84,369.03
63.25,147.25,286.64,226.61,390.45,206.52,237.99,371.56,308.32,322.97,341.38,329.07,312.36,290.53,275.45,250.99,318.83,326.06,291.77,301.53,388.19,282.97,311.27,234.43,326.39,336.70,252.59,313.11,348.29,406.88,434.42,431.63
63.25,149.25,340.70,248.70,428.32,260.55,288.44,428.28,333.34,351.58,376.55,387.79,341.10,340.76,342.90,278.01,367.84,379.34,325.56,338.59,429.63,351.18,345.13,281.27,384.36,393.06,285.37,376.36,382.38,439.00,489.60,466.15
63.25,151.25,345.81,219.42,418.18,276.24,306.70,439.74,344.47,336.89,359.88,400.97,337.62,332.86,384.87,308.16,384.52,398.93,322.30,342.56,433.88,410.18,332.71,275.13,398.25,434.76,296.48,369.57,402.02,435.74,471.40,466.99
63.25,153.25,366.54,222.10,427.20,305.48,322.87,471.08,371.08,341.20,385.57,407.23,343.19,357.06,421.86,347.42,435.09,444.08,347.87,357.84,463.42,433.93,339.07,310.03,428.30,462.15,350.48,380.19,416.57,440.38,475.11,504.76
63.25,155.25,345.05,215.61,382.55,298.72,312.43,419.81,343.43,340.73,383.40,390.60,326.33,351.05,387.61,333.75,435.47,414.54,350.04,330.09,446.99,404.92,345.35,303.96,402.90,437.97,355.35,369.68,378.84,410.66,439.23,488.51
63.25,157.25,295.14,193.04,335.41,276.15,292.26,395.44,317.34,313.16,370.55,358.26,337.67,330.96,332.90,300.01,411.52,370.54,336.31,290.59,417.83,376.41,325.38,275.23,347.84,379.99,337.01,352.58,345.35,364.11,400.33,476.38
63.25,159.25,303.74,177.42,325.86,297.26,307.32,431.82,335.53,331.20,395.87,364.18,396.41,354.28,336.06,291.71,448.01,372.62,345.24,288.77,428.44,372.28,310.87,280.62,314.21,382.73,350.11,398.02,333.09,358.30,395.46,527.33
63.25,161.25,322.50,174.98,310.65,311.67,315.05,483.37,335.48,356.38,420.17,360.18,426.45,368.41,328.25,253.96,448.63,376.85,352.98,279.00,435.71,367.67,308.07,291.75,286.85,387.19,369.49,416.23,305.70,337.08,387.16,567.43
63.25,163.25,347.44,193.00,338.10,399.33,366.46,583.63,392.34,377.50,517.74,396.50,485.94,407.99,363.30,278.29,455.69,419.64,428.28,308.00,503.48,418.03,355.28,347.01,329.90,451.22,423.42,494.71,334.40,381.69,413.06,630.09
63.25,165.25,363.82,207.36,358.17,437.96,426.06,590.05,434.71,381.51,580.48,424.65,515.64,387.65,363.25,317.92,421.89,425.69,464.71,346.82,564.09,448.46,385.05,339.86,402.11,487.25,467.15,517.81,377.47,400.59,428.66,584.68
63.25,167.25,381.07,232.15,346.06,406.17,426.44,594.44,446.36,350.38,555.58,410.20,512.00,370.27,338.22,357.42,380.32,395.31,460.83,366.24,543.16,444.75,387.78,327.89,453.31,502.98,471.57,503.74,379.34,405.77,434.67,541.55
63.25,169.25,440.57,293.28,392.97,444.75,456.99,554.10,468.32,380.28,588.00,461.87,540.13,401.25,390.88,420.37,399.77,411.99,485.51,441.02,526.79,500.38,400.45,353.03,525.86,553.32,520.93,488.63,420.61,425.37,460.85,526.34
63.25,171.25,373.23,284.09,304.80,357.49,321.81,337.40,422.08,281.15,518.92,406.57,447.69,349.77,352.41,360.49,343.16,353.35,373.07,413.67,397.50,431.23,275.80,273.17,421.07,440.67,508.95,404.97,408.72,396.34,379.14,381.31
63.25,173.25,347.53,263.38,310.60,348.27,285.41,303.51,433.72,277.96,507.09,384.90,419.57,305.40,351.94,356.42,341.97,344.48,344.28,430.21,368.87,391.45,253.08,246.07,398.42,395.42,490.70,377.67,392.85,410.68,376.49,346.01
63.25,175.25,446.49,342.70,381.96,445.12,395.96,374.93,503.93,360.43,520.93,360.34,504.35,314.37,388.53,474.55,400.31,407.98,481.83,446.90,478.53,459.81,318.76,274.84,447.40,472.41,531.45,442.42,413.69,491.53,504.81,458.64
63.25,177.25,322.75,215.86,290.49,290.24,270.82,244.62,424.07,272.00,391.30,287.62,398.59,211.73,330.33,306.56,282.29,301.31,329.70,373.25,374.91,354.55,224.25,234.02,340.12,323.13,399.44,304.24,324.99,355.23,378.09,291.46
63.25,179.25,913.61,622.41,749.90,807.52,823.59,733.72,880.61,733.28,964.85,626.31,888.49,558.83,726.03,771.48,702.11,708.43,822.95,830.08,864.41,835.92,737.07,687.85,869.37,769.99,901.20,711.29,801.90,716.29,882.99,827.50
65.25,-174.75,740.27,409.64,551.95,634.57,506.04,520.61,584.73,548.07,736.22,467.31,716.46,384.25,511.85,508.05,529.51,506.47,615.26,664.20,688.33,592.52,499.32,646.96,518.23,615.48,694.32,502.73,641.43,546.48,690.75,664.09
65.25,-172.75,1672.31,925.34,1209.48,1488.59,1143.35,1140.17,1412.96,1192.79,1551.76,1103.28,1476.48,879.50,1170.15,1210.50,1142.68,1185.60,1356.05,1578.49,1630.57,1328.37,1166.88,1527.06,1208.32,1458.24,1744.57,1135.76,1370.08,1141.92,1579.33,1453.92
65.25,-164.75,523.25,279.62,398.48,516.67,477.09,553.18,577.42,398.47,521.77,420.57,524.04,378.92,393.21,411.27,362.31,429.69,593.26,590.85,714.80,490.88,463.23,650.35,348.86,587.61,596.73,389.20,476.19,368.18,454.75,553.12
65.25,-162.75,539.43,256.61,443.93,550.82,510.68,566.31,544.44,428.55,506.17,435.19,517.20,385.95,361.85,412.69,339.48,421.41,576.54,574.81,719.08,535.28,441.60,589.30,320.89,550.15,619.97,403.33,495.68,393.12,435.86,543.09
65.25,-160.75,512.29,269.30,466.84,558.78,454.78,513.02,487.41,449.86,447.67,437.79,467.85,412.31,307.74,414.50,318.56,409.97,528.46,505.30,598.11,532.72,394.07,483.95,295.69,463.27,582.71,410.20,483.54,379.42,412.94,514.92
65.25,-158.75,518.00,305.42,456.42,583.83,431.15,497.78,474.26,530.18,480.59,468.08,479.84,415.94,305.11,462.23,336.61,443.41,547.34,509.74,561.54,548.31,390.50,459.99,283.00,430.61,584.49,425.04,505.97,405.62,439.29,533.74
65.25,-156.75,476.82,306.57,443.11,569.82,447.86,522.00,458.82,563.94,510.48,483.07,477.32,377.35,305.23,423.58,321.32,445.29,559.69,488.14,568.28,562.96,353.23,485.26,260.06,362.34,559.77,400.05,508.43,459.17,422.85,549.70
65.25,-154.75,502.01,375.09,430.70,642.82,509.60,576.78,511.56,564.34,553.66,538.90,529.43,404.13,348.90,433.16,365.00,479.40,643.15,527.11,620.68,608.61,394.66,560.07,287.82,376.66,620.74,426.63,544.16,512.05,447.59,610.02
65.25,-152.75,460.98,374.14,332.34,585.58,485.34,504.92,462.54,469.70,524.07,515.35,495.42,352.70,324.47,374.40,346.65,457.34,584.36,475.01,591.26,528.83,358.03,537.74,257.42,336.15,582.17,397.94,470.54,465.15,408.22,573.91
65.25,-150.75,466.34,401.33,288.42,546.79,479.62,478.20,462.98,439.47,515.72,539.81,474.55,330.16,333.93,385.42,384.23,442.95,524.78,471.75,556.22,502.12,350.36,542.34,255.39,333.75,575.78,378.88,431.36,437.20,426.29,557.24
65.25,-148.75,378.94,352.33,231.27,419.99,398.30,356.21,402.59,338.72,442.76,477.42,378.62,288.86,313.09,325.68,341.38,366.09,413.54,386.29,466.05,371.87,305.53,421.77,216.24,286.98,492.26,294.89,352.11,380.70,353.66,444.93
65.25,-146.75,422.34,325.37,242.81,415.20,355.16,283.46,417.08,348.58,435.46,482.61,333.82,275.51,355.51,326.40,342.76,346.94,371.55,448.84,487.41,359.56,280.85,440.16,243.86,319.97,576.82,362.24,370.39,434.35,421.65,497.21
65.25,-144.75,447.88,267.05,226.37,299.69,250.05,205.31,305.44,378.20,460.84,510.86,259.51,226.49,256.96,316.62,288.77,235.82,361.29,476.68,755.51,283.59,271.87,345.52,287.17,363.78,579.02,374.51,384.83,489.07,380.81,414.07
65.25,-142.75,719.91,468.71,434.21,455.04,508.91,398.01,644.15,606.77,800.19,936.92,523.45,468.61,524.77,650.97,531.39,491.32,744.98,736.09,1025.17,683.06,517.34,626.58,529.25,734.19,1000.59,620.44,634.04,901.43,689.69,651.82
65.25,-140.75,638.86,463.99,456.86,436.52,580.43,303.16,674.28,679.88,829.28,833.86,525.69,576.35,593.07,719.29,649.55,537.99,724.19,755.74,1059.49,790.52,494.85,731.60,487.14,674.37,1097.36,595.06,776.74,939.36,705.16,662.00
65.25,-138.75,523.49,442.96,409.36,373.42,565.25,287.31,653.81,686.39,819.45,623.39,568.31,552.49,670.82,580.19,564.48,468.17,742.97,677.54,1005.25,699.82,374.34,769.42,420.55,590.87,983.44,582.96,730.37,842.36,629.78,796.91
65.25,-136.75,243.11,257.47,201.55,158.89,214.36,154.16,322.35,355.82,368.43,334.63,324.97,268.21,352.46,272.44,250.31,235.61,360.04,287.16,495.58,381.65,202.24,367.89,281.90,269.68,427.86,292.55,343.01,488.01,352.42,408.01
65.25,-134.75,257.78,252.56,181.92,146.18,192.43,194.76,338.57,384.18,370.74,350.79,344.18,288.32,399.51,245.10,212.30,231.59,368.36,245.85,526.98,410.31,241.32,361.50,315.54,281.31,394.65,305.24,329.81,594.91,404.99,476.18
65.25,-132.75,292.06,265.64,185.70,178.25,187.36,245.32,359.99,432.12,411.74,343.12,331.97,313.85,401.10,229.29,203.00,232.32,338.65,248.45,497.98,428.61,312.72,361.15,339.59,311.75,416.86,327.73,361.35,588.01,435.58,503.11
65.25,-130.75,332.68,265.59,216.02,245.41,238.37,304.93,362.62,353.16,349.13,315.27,353.30,362.79,421.08,228.10,249.46,258.13,314.90,310.90,419.40,424.01,364.19,317.96,325.67,315.54,431.50,323.61,349.54,529.71,422.30,457.79
65.25,-128.75,312.87,250.38,247.42,285.40,261.10,333.08,342.99,329.31,320.23,306.91,338.94,337.91,397.73,230.74,284.60,249.07,301.10,336.93,363.47,379.11,353.06,296.77,281.37,337.98,431.55,343.96,337.20,469.00,397.70,393.78
65.25,-126.75,270.55,244.85,246.39,295.41,235.61,318.00,320.42,303.91,306.08,283.14,294.12,312.63,354.51,210.81,268.48,253.55,266.74,344.13,321.42,330.85,321.65,244.31,253.66,311.58,393.26,367.87,285.88,440.22,349.58,292.65
65.25,-124.75,273.96,254.23,263.37,330.96,237.09,308.86,337.05,293.98,355.55,259.54,245.89,316.70,393.58,231.08,267.03,265.29,263.51,335.67,314.28,370.44,289.81,226.33,244.03,306.00,368.68,408.81,281.06,441.72,333.79,271.77
65.25,-118.75,231.96,208.36,338.07,437.66,224.90,203.92,327.37,298.35,340.99,216.02,204.82,355.82,400.75,290.44,278.55,246.43,309.15,242.62,292.07,385.41,242.34,295.16,276.04,313.80,271.20,367.99,312.61,329.45,326.54,390.63
65.25,-116.75,191.96,222.33,288.76,404.04,204.54,231.57,331.51,286.00,360.22,216.46,243.19,369.02,426.45,325.00,273.26,240.54,313.28,243.07,274.45,356.01,253.22,295.16,320.89,281.50,322.56,305.96,316.62,320.44,340.14,350.82
65.25,-114.75,162.81,230.60,266.54,393.23,193.50,226.49,335.01,250.81,389.18,220.41,271.61,365.57,391.99,327.94,261.02,226.29,258.84,252.77,261.15,314.34,250.98,304.28,329.37,234.90,328.44,289.16,317.55,327.34,338.61,321.92
65.25,-112.75,152.21,214.91,246.23,362.26,187.63,229.42,352.82,236.53,389.59,214.93,308.73,383.51,335.50,324.83,232.02,242.05,275.81,245.88,256.82,277.25,247.75,299.83,346.72,200.22,350.01,336.12,327.17,339.89,328.44,308.89
65.25,-96.75,269.04,197.62,199.87,238.31,234.01,291.74,226.94,205.12,297.62,240.40,211.52,186.30,198.28,326.77,216.50,270.95,216.17,257.47,339.62,236.78,257.33,261.96,189.60,229.62,252.91,286.76,289.81,283.13,246.75,263.72
65.25,-94.75,244.31,200.86,212.48,214.97,194.97,297.11,203.91,202.20,299.92,208.91,212.90,192.53,195.81,293.33,191.65,267.56,223.72,245.46,312.74,229.12,264.07,283.74,189.16,225.32,249.78,282.55,291.18,275.86,265.58,244.06
65.25,-90.75,311.18,241.57,254.64,186.31,154.49,304.17,184.17,217.05,295.66,206.46,225.88,233.36,215.89,275.77,172.38,258.02,279.97,208.40,265.38,232.91,307.78,357.59,215.92,219.25,293.29,234.03,346.94,304.63,330.48,241.37
65.25,-88.75,355.86,262.85,274.40,169.06,175.82,296.54,192.46,208.97,314.81,209.78,234.14,294.35,234.26,283.05,162.78,255.98,324.79,208.96,261.64,214.23,347.96,433.34,243.68,227.48,327.68,218.15,362.79,286.90,328.47,258.44
65.25,-84.75,320.05,311.90,287.41,221.01,223.90,311.74,228.03,238.36,353.18,232.23,308.06,348.70,304.16,230.31,188.94,270.32,345.50,245.66,284.94,224.11,346.61,435.64,253.50,300.75,358.98,274.06,307.99,311.06,288.61,261.80
65.25,-76.75,406.94,337.59,455.34,392.61,369.66,445.68,366.09,385.57,470.65,427.89,431.23,370.89,348.86,276.09,294.92,334.24,399.31,383.68,340.18,241.35,399.12,417.70,373.24,393.52,404.06,506.15,400.11,379.62,403.33,419.08
65.25,-74.75,393.89,359.88,447.37,398.02,398.09,475.32,403.39,380.98,510.50,419.31,439.15,393.09,363.48,280.28,309.00,339.66,409.86,369.37,342.47,248.49,377.37,409.51,368.27,356.20,418.23,508.98,382.93,388.87,402.08,427.43
65.25,-68.75,420.50,440.99,449.48,483.20,469.14,509.87,503.56,426.36,516.70,386.37,443.49,541.00,444.88,338.78,396.02,392.97,586.87,383.62,330.93,242.93,394.63,392.87,383.25,367.22,486.78,562.54,427.98,397.97,379.90,460.17
65.25,-66.75,568.70,539.37,567.21,627.36,554.92,635.16,596.31,536.28,588.24,575.15,582.23,679.22,561.86,415.26,547.23,494.67,673.91,485.51,444.80,415.28,538.73,509.47,554.07,527.13,644.74,679.35,466.26,532.41,429.99,587.39
65.25,-50.75,311.16,371.12,497.05,269.23,375.93,270.90,276.72,310.30,382.56,281.31,327.04,394.62,434.69,293.11,445.59,287.82,326.94,316.28,402.20,297.88,265.69,537.93,369.89,359.20,461.02,378.25,326.05,327.91,326.23,443.04
65.25,-48.75,480.81,548.23,807.69,381.35,614.06,543.19,419.70,427.91,529.55,379.53,645.28,571.08,524.92,511.87,937.64,376.01,409.56,488.55,540.11,626.11,414.37,793.67,536.82,397.13,807.20,430.84,517.35,426.60,546.84,413.95
65.25,-20.75,772.30,787.27,731.78,849.28,1138.73,925.81,1184.17,811.81,994.11,688.52,724.43,957.77,839.50,795.47,934.26,766.26,1101.69,850.28,910.37,875.08,942.91,879.71,702.02,994.44,1035.09,723.26,858.87,925.60,934.72,856.13
65.25,-18.75,615.16,547.92,539.88,710.36,828.59,659.12,891.94,640.49,747.49,514.59,582.74,777.45,685.83,660.35,679.84,583.69,837.65,648.02,689.01,674.14,710.60,677.27,542.10,777.47,826.42,557.57,710.53,752.13,760.71,642.13
65.25,-16.75,831.36,704.76,662.87,952.39,986.85,766.23,1029.48,893.14,901.16,707.26,815.11,1026.88,910.38,893.05,841.38,740.09,999.58,782.80,807.85,816.51,875.00,791.31,754.18,1001.74,1029.39,737.31,880.53,988.41,979.26,847.19
65.25,-14.75,1212.81,999.25,934.27,1404.92,1398.74,1074.37,1384.79,1323.63,1307.21,1101.40,1210.63,1493.29,1379.04,1314.44,1194.89,1034.48,1369.46,1066.85,1096.01,1125.71,1248.66,1071.84,1157.01,1432.36,1285.04,1157.58,1219.44,1443.82,1347.75,1195.31
65.25,13.25,2407.41,2379.58,1930.06,2380.47,3290.92,2864.25,2579.11,2264.28,2481.58,1814.29,2158.67,3166.51,2165.73,2958.28,3046.65,2695.05,2833.60,2460.53,2739.03,2525.61,2281.30,2823.18,2290.38,3124.41,3335.06,3034.36,3099.90,3218.91,2540.23,3060.78
65.25,15.25,1544.95,1400.49,1331.48,1594.71,1823.50,1427.48,1613.97,1352.29,1403.44,1212.88,1272.44,1730.45,1584.51,1827.62,1790.57,1573.82,1755.08,1476.93,1589.29,1427.23,1427.72,1686.97,1569.11,1709.04,2000.92,1783.82,1753.92,1759.47,1502.07,1797.12
65.25,17.25,676.14,598.16,633.95,755.95,738.41,524.45,748.91,577.15,593.73,617.04,547.30,685.44,797.90,865.35,768.90,673.02,729.20,602.37,651.23,566.14,626.96,743.92,756.50,646.14,853.67,744.14,727.62,750.75,638.59,727.86
65.25,19.25,685.22,622.71,629.11,752.07,637.62,471.67,753.86,574.68,613.81,661.85,544.17,640.85,760.40,854.05,724.74,620.93,599.66,588.85,616.45,520.98,612.22,723.68,783.00,572.51,798.82,698.78,731.37,726.39,611.86,666.48
65.25,21.25,726.86,663.63,609.37,705.85,620.72,476.74,728.44,605.18,664.11,666.89,581.00,612.42,707.58,841.18,711.13,593.20,487.29,622.23,597.50,529.38,584.65,718.27,724.88,588.54,769.86,714.33,726.96,711.12,599.59,622.28
65.25,27.25,582.20,596.45,530.76,599.37,670.70,461.62,599.28,557.95,541.44,436.10,567.45,544.66,564.18,692.78,622.19,503.84,445.08,568.83,504.02,542.49,538.62,593.39,529.12,617.23,609.60,686.13,636.40,677.65,488.81,561.85
65.25,29.25,1203.73,1192.10,1228.22,1242.18,1341.10,1023.27,1219.87,1143.13,1061.74,922.88,1173.17,1185.19,1224.15,1354.88,1301.42,1051.63,1001.16,1196.56,1119.59,1169.55,1201.06,1250.95,1170.42,1312.23,1240.83,1466.90,1340.57,1427.76,1006.57,1178.13
65.25,31.25,1177.65,1083.60,1209.99,1237.09,1322.80,1104.90,1187.33,1080.34,954.49,865.45,1079.39,1190.54,1186.22,1218.65,1226.02,1052.74,964.78,1156.72,1116.58,1194.28,1242.65,1227.03,1199.85,1345.83,1189.71,1410.53,1309.24,1419.13,1015.17,1178.60
65.25,33.25,588.07,543.11,606.55,642.29,678.89,573.07,597.20,545.29,431.43,411.03,511.32,621.88,601.42,612.68,584.38,531.01,483.29,569.03,572.10,605.91,639.18,669.50,622.64,705.61,611.65,684.85,677.02,732.10,493.53,591.38
65.25,41.25,684.04,603.17,650.71,733.78,732.37,736.70,674.15,656.60,457.31,545.82,564.77,703.62,564.53,709.46,711.06,705.83,662.26,613.55,680.31,650.00,680.34,770.66,671.41,865.40,664.02,704.51,861.38,871.65,569.61,574.77
65.25,43.25,628.59,530.47,600.38,671.98,624.77,705.72,621.59,646.68,414.58,523.68,525.05,657.33,511.09,631.94,650.24,650.80,638.88,624.73,633.78,559.29,657.17,685.79,651.53,820.49,609.74,648.26,763.86,788.57,537.15,537.58
65.25,45.25,636.00,569.33,620.45,682.45,650.63,720.91,626.34,681.21,423.52,514.51,548.29,659.15,516.94,616.56,639.65,652.62,658.79,594.13,647.79,528.86,673.67,679.29,650.35,819.65,647.56,641.62,748.97,780.52,551.76,571.11
65.25,47.25,767.26,713.39,759.67,801.26,767.40,813.15,714.30,782.67,541.26,585.33,688.67,761.95,631.34,742.35,729.30,730.91,793.27,672.02,800.31,612.42,790.47,777.03,737.30,918.83,812.43,762.08,854.79,901.90,625.96,714.99
65.25,49.25,841.91,782.99,829.47,864.69,782.31,830.99,737.10,813.00,606.34,602.78,799.17,801.59,685.06,818.36,776.61,755.72,852.16,685.57,861.78,657.36,839.33,811.95,767.15,930.88,894.13,811.44,865.16,934.48,630.58,798.45
65.25,51.25,805.01,746.20,776.59,843.11,683.17,729.27,664.97,718.57,575.29,567.43,790.24,746.85,615.11,785.73,724.71,697.61,850.92,612.56,802.10,614.40,773.03,747.41,698.11,817.97,888.33,745.12,762.26,835.87,554.33,730.70
65.25,53.25,738.63,746.15,764.03,810.86,624.54,676.40,609.31,685.02,579.94,601.28,773.34,742.90,600.62,779.36,686.10,682.87,846.07,611.76,771.74,604.54,741.22,708.73,657.28,766.84,848.60,710.72,733.19,791.60,538.73,695.12
65.25,55.25,733.83,764.94,753.52,813.62,631.67,700.93,623.56,718.53,639.13,663.53,816.09,765.33,617.58,867.48,723.17,701.35,886.55,656.05,798.29,633.09,768.96,714.16,668.63,787.18,871.89,747.35,755.63,813.38,582.04,750.02
65.25,57.25,670.34,667.39,638.81,703.14,555.93,642.69,565.25,662.89,615.67,602.12,763.47,661.80,578.52,820.91,672.44,644.72,766.61,630.45,735.92,569.27,697.49,604.22,592.92,717.70,751.34,660.07,684.81,718.18,547.74,680.31
65.25,59.25,765.91,740.35,712.65,745.26,632.65,733.89,635.81,754.18,703.59,678.09,900.76,728.20,647.78,939.44,763.97,722.70,837.58,733.43,848.95,680.54,802.82,646.14,661.45,825.84,859.30,730.35,788.87,818.32,657.14,790.34
65.25,61.25,809.51,805.27,809.93,821.45,698.07,777.72,708.74,785.24,746.35,718.39,1058.62,758.83,669.41,1028.08,865.80,810.60,888.98,816.08,976.68,755.11,903.23,687.14,704.37,920.17,976.66,763.33,875.86,894.42,771.67,901.74
65.25,63.25,602.62,591.20,617.90,626.62,523.36,544.53,512.70,607.02,555.88,531.79,801.62,496.83,435.77,831.05,649.33,658.38,652.08,640.23,719.28,544.58,666.18,484.83,506.51,712.51,737.31,524.20,639.47,665.77,589.10,664.69
65.25,65.25,524.79,539.36,531.00,538.67,496.88,505.19,468.70,617.72,504.13,472.50,744.92,425.03,339.39,751.34,592.26,616.17,562.77,612.13,657.95,490.90,591.14,426.49,464.37,634.78,635.91,457.17,590.59,609.88,547.10,610.06
65.25,67.25,515.02,543.53,504.24,526.27,529.24,534.81,503.35,644.94,526.39,505.03,767.28,446.84,332.39,729.14,609.85,621.30,582.30,609.75,702.20,508.69,571.89,443.43,500.48,614.06,605.14,487.52,618.58,633.04,517.93,614.39
65.25,69.25,504.28,544.19,468.22,499.55,531.23,517.45,519.19,615.18,551.13,535.34,749.89,468.93,346.49,684.59,598.37,609.85,580.47,544.52,718.75,489.21,554.13,451.37,539.70,571.27,571.33,514.11,617.40,619.35,462.52,601.19
65.25,71.25,578.37,595.06,552.78,549.02,652.39,576.47,614.62,643.98,653.89,610.95,814.23,620.65,432.82,733.95,698.12,663.74,658.04,586.28,762.64,523.42,610.49,548.87,656.52,658.66,602.81,611.64,701.40,661.43,509.58,661.43
65.25,73.25,545.96,546.24,496.07,499.10,574.83,524.12,595.03,546.31,578.67,502.47,692.52,533.24,383.52,651.37,608.60,607.82,597.03,514.59,695.02,461.55,537.74,515.89,550.74,593.70,547.59,559.99,611.30,566.46,464.30,636.54
65.25,75.25,647.29,627.94,628.73,577.08,734.22,662.95,748.66,667.16,680.11,597.48,858.93,741.79,496.45,759.49,777.71,731.64,705.72,605.28,822.26,560.93,651.24,665.53,678.07,685.84,610.41,684.74,779.49,671.82,530.25,755.94
65.25,77.25,558.23,491.45,483.21,477.93,564.22,513.04,664.42,607.95,581.02,469.18,698.20,587.95,440.56,647.89,626.19,594.78,539.04,543.43,724.25,476.29,543.28,543.41,568.92,533.65,519.49,585.41,661.86,576.73,478.70,689.81
65.25,79.25,640.06,528.47,541.73,508.70,625.90,606.58,731.01,707.10,648.12,565.02,784.12,684.09,506.65,741.47,744.66,659.29,584.26,635.64,809.64,554.67,595.77,629.10,653.74,599.05,569.75,643.96,768.12,683.71,523.24,744.33
65.25,83.25,756.91,597.85,593.87,516.73,662.59,640.11,828.65,749.15,696.02,571.84,821.87,669.87,503.59,806.72,785.07,691.50,650.28,632.19,914.01,668.19,604.26,739.80,625.33,634.14,597.81,707.35,730.00,755.01,651.86,795.83
65.25,85.25,804.71,616.83,613.57,552.09,702.13,579.13,860.03,750.46,731.19,589.25,791.60,684.02,498.19,817.31,807.70,714.13,660.44,622.02,892.94,668.87,602.65,767.52,642.68,643.86,577.64,729.08,688.18,772.86,726.36,825.60
65.25,87.25,740.57,582.19,584.57,570.55,658.95,500.30,819.90,704.70,681.19,562.89,738.00,633.39,464.55,707.49,788.89,729.03,589.70,600.57,790.02,615.93,555.67,695.93,599.25,644.89,542.39,706.27,630.60,690.39,667.28,810.89
65.25,89.25,692.98,596.53,567.27,574.45,694.48,478.37,850.40,700.00,701.93,551.21,723.91,599.86,458.70,666.02,790.21,758.40,575.35,576.60,698.75,596.22,601.11,644.84,580.62,606.89,540.12,724.87,628.33,655.08,576.79,735.02
65.25,91.25,631.82,548.82,542.17,535.55,640.87,515.94,744.18,655.56,709.31,483.71,649.29,542.96,420.12,609.99,729.46,669.09,536.27,567.08,616.55,551.33,569.46,580.45,524.76,583.47,518.95,721.26,622.64,597.99,517.49,660.75
65.25,93.25,600.81,486.05,464.25,472.71,571.59,529.90,640.42,610.29,646.56,415.83,581.60,503.00,390.90,560.55,638.21,625.61,505.87,549.95,566.85,489.15,519.32,627.96,491.98,590.59,445.19,645.29,561.28,523.98,478.48,603.91
65.25,95.25,582.97,461.66,412.38,424.58,506.57,492.98,556.83,554.54,604.94,396.71,510.68,491.24,384.55,523.71,561.94,555.41,496.67,514.37,543.06,473.54,512.27,614.14,484.14,573.42,392.75,555.16,544.85,478.55,454.73,538.17
